,page_fans,F.13-17,F.18-24,F.25-34,F.35-44,F.45-54,F.55-64,F.65+,M.13-17,M.18-24,M.25-34,M.35-44,M.45-54,M.55-64,M.65+,U.13-17,U.18-24,U.25-34,U.35-44,U.45-54,U.55-64,U.65+
Average,654881.0,39086.0,216498.0,55563.0,20405.0,11507.0,2841.0,2388.0,21663.0,190791.0,60198.0,18250.0,8081.0,2436.0,2984.0,26.0,308.0,832.0,605.0,257.0,81.0,69.0
